MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
6,4,6,6,8,10,5,10,7,11,10,7,10,3,7,7,6,3,3,6,0.767
11,6,4,8,3,11,3,6,2,6,3,7,5,9,4,3,8,6,5,7,0.733
7,4,6,7,6,4,4,7,6,9,4,5,6,5,3,5,5,11,3,7,0.689
6,7,9,8,6,5,7,7,3,8,5,6,9,7,7,9,7,6,2,4,0.7213
3,11,3,3,6,7,4,5,7,5,5,5,6,9,5,8,5,5,8,6,0.643
10,11,2,6,6,5,3,5,8,7,3,6,5,5,6,7,8,11,4,6,0.7366
4,3,4,4,6,6,3,5,3,3,12,5,6,8,5,11,4,3,6,10,0.6277
3,4,3,2,1,8,4,5,10,7,5,4,7,7,7,2,7,5,4,6,0.5445
4,7,6,8,7,5,3,7,8,8,2,9,7,6,7,8,5,6,6,4,0.6572
4,6,7,8,4,2,7,3,5,5,4,4,5,3,8,4,6,7,4,8,0.5723
12,6,6,4,8,11,8,6,10,8,6,3,5,9,4,4,3,7,5,5,0.767
4,4,7,5,11,3,7,6,5,6,7,3,7,4,5,8,6,10,5,9,0.711
9,4,10,3,7,5,7,5,10,4,6,6,6,6,7,4,5,2,9,3,0.6981
8,6,6,5,5,6,12,8,8,6,6,2,7,10,5,6,5,8,3,8,0.7358
8,4,6,6,7,4,3,5,4,4,6,4,7,5,4,6,5,9,10,5,0.667
9,8,5,7,9,2,2,10,6,6,4,11,4,1,5,4,5,5,3,4,0.6464
6,6,4,3,5,5,6,4,5,5,11,3,9,4,5,5,6,9,6,6,0.6401
2,3,8,6,3,12,9,8,2,4,7,5,7,7,5,7,5,6,9,5,0.6176
4,3,5,8,6,6,7,9,3,6,6,4,3,11,1,6,12,3,9,4,0.6638
4,4,10,6,6,3,6,6,6,4,7,5,7,5,5,2,7,12,3,5,0.6208
6,7,4,9,3,3,7,5,2,5,6,3,6,9,4,1,8,5,7,3,0.6413
6,7,3,9,8,8,4,6,7,7,4,2,2,7,7,7,4,5,7,8,0.7195
7,8,8,6,3,10,6,5,5,8,8,5,6,5,9,4,10,6,5,6,0.7183
9,8,7,10,6,7,7,7,7,6,3,7,12,10,6,7,7,6,4,6,0.8377
7,1,6,3,6,6,3,8,9,8,8,6,3,1,6,7,5,7,10,7,0.689
4,6,6,7,11,8,4,10,3,6,5,6,5,6,8,7,4,5,5,11,0.7338
6,8,7,2,3,5,5,6,5,2,7,5,9,6,5,5,6,5,4,9,0.6165
7,7,6,6,1,6,7,7,5,6,5,8,5,5,3,6,4,8,4,7,0.6122
5,6,6,2,4,3,5,8,10,5,6,5,6,5,10,3,8,8,7,6,0.6509
7,6,9,2,9,4,3,5,4,5,10,10,7,7,11,7,7,4,5,3,0.7107
10,4,3,5,9,4,3,6,5,2,5,8,8,5,6,4,2,2,4,5,0.6518
7,2,8,2,6,2,3,3,5,6,4,6,7,4,9,5,5,4,6,3,0.6016
2,3,7,5,7,7,4,11,8,3,5,4,10,3,7,3,9,7,7,7,0.6376
3,9,6,9,7,6,7,5,10,5,9,3,10,4,8,7,5,6,9,3,0.725
9,9,5,5,5,5,4,5,6,9,6,8,10,5,6,4,5,10,6,9,0.7525
10,6,2,11,6,4,6,9,6,7,8,5,5,11,4,5,5,3,8,9,0.8049
10,6,7,8,8,7,4,2,9,5,1,6,10,8,4,9,7,6,4,2,0.7806
3,4,7,12,6,6,6,7,7,5,6,5,9,4,6,5,3,5,4,9,0.6663
5,5,8,10,7,3,6,4,13,8,7,6,6,2,6,7,5,3,6,5,0.6788
10,8,1,10,7,5,4,6,8,5,4,9,3,5,10,7,10,9,3,4,0.7714
8,6,6,5,10,6,3,6,8,8,4,7,7,7,5,7,5,4,6,3,0.7312
2,7,7,9,7,5,3,5,5,4,5,8,5,6,8,10,4,5,11,10,0.6801
9,8,8,5,11,8,7,7,9,11,8,8,7,3,3,5,8,4,8,4,0.8073
4,3,2,3,6,7,10,7,4,8,9,5,5,3,6,6,3,4,8,4,0.5863
3,6,4,9,10,4,7,6,6,11,2,5,6,4,7,6,5,9,7,4,0.7121
8,5,2,4,6,7,6,4,4,6,5,7,6,5,4,5,8,4,4,5,0.6366
7,3,4,5,3,5,9,10,2,8,5,9,6,7,2,5,5,11,3,6,0.6141
8,9,10,6,5,5,7,3,2,7,4,5,6,9,3,5,4,5,3,3,0.6584
7,8,4,7,6,4,5,5,5,5,5,5,4,4,7,7,4,7,7,3,0.6176
6,7,4,5,1,0,5,7,9,9,5,8,8,4,4,4,9,3,7,6,0.6166
6,6,2,11,6,3,7,6,11,6,7,6,5,9,5,5,5,6,8,4,0.7379
6,3,6,6,7,3,6,5,9,4,5,7,8,7,4,4,3,3,5,5,0.6024
5,12,9,4,4,4,9,4,3,3,8,3,2,4,1,11,3,7,7,6,0.6164
9,6,6,5,7,5,3,2,6,6,4,5,5,6,8,5,7,1,5,4,0.6867
7,3,4,6,8,6,3,3,3,4,10,3,9,6,7,4,5,5,1,10,0.6642
6,7,11,7,8,5,8,4,6,4,5,10,2,3,7,6,12,12,11,5,0.7395
9,15,6,4,5,10,3,7,5,8,10,5,3,5,4,4,4,4,7,6,0.7078
9,5,5,10,3,3,5,5,6,6,10,7,5,6,9,5,6,5,8,4,0.7169
5,7,9,5,4,7,3,3,8,8,4,4,7,6,6,8,8,7,10,4,0.699
5,8,4,5,9,5,5,3,4,5,4,4,9,3,4,8,7,5,4,3,0.6261
6,5,4,9,9,6,5,4,9,3,8,2,6,8,4,10,5,5,6,7,0.7444
3,6,5,6,5,6,6,6,8,6,6,5,6,6,7,5,3,4,9,5,0.6578
10,4,9,6,7,10,11,7,8,8,6,3,4,3,6,3,4,6,4,5,0.71
6,4,5,0,12,9,3,3,7,6,7,5,5,5,7,5,3,6,8,6,0.6851
6,6,10,2,9,5,7,3,5,6,10,12,6,6,6,11,2,6,12,8,0.7529
8,2,6,5,7,4,4,7,10,7,4,5,6,12,5,4,6,4,6,4,0.708
2,5,3,7,8,2,6,7,6,9,5,8,4,1,7,11,10,7,2,6,0.6339
7,10,6,6,6,3,10,6,6,8,4,2,4,6,4,2,8,3,7,3,0.6423
5,2,7,6,4,5,2,7,4,4,4,6,5,6,5,5,5,8,4,8,0.5871
5,4,5,10,5,3,1,6,6,6,7,8,7,4,6,8,4,3,8,4,0.6188
7,5,11,6,8,9,6,1,3,8,7,8,4,7,7,6,10,5,10,13,0.7921
4,7,2,5,8,6,1,5,6,5,7,5,7,4,3,5,8,7,3,5,0.6298
4,13,3,4,7,5,11,12,2,11,4,6,5,8,9,4,4,5,6,7,0.7204
8,7,6,11,7,4,4,6,7,5,3,3,4,1,1,7,9,6,5,8,0.6796
8,5,6,5,7,11,6,6,6,6,3,9,7,1,2,10,6,4,3,2,0.6453
6,5,1,4,6,6,10,5,5,7,2,4,7,9,7,9,3,12,5,9,0.6749
5,4,6,8,9,4,3,3,7,7,7,6,11,8,6,8,3,6,6,6,0.7401
3,3,9,2,1,8,7,1,4,7,5,7,5,4,4,5,4,8,7,7,0.5427
8,9,8,6,9,3,3,6,4,6,8,7,5,6,6,7,8,3,5,3,0.7174
7,3,4,3,5,8,3,7,4,7,6,5,9,4,3,4,7,7,8,7,0.6696
5,2,4,7,5,4,7,7,9,7,6,7,5,1,10,7,1,8,9,7,0.6474
5,4,9,6,3,9,7,5,5,8,7,3,9,6,6,5,5,6,6,7,0.6486
7,7,3,5,4,5,7,12,6,6,6,4,5,6,5,1,5,10,7,5,0.6845
6,6,1,2,6,4,8,6,5,10,7,5,7,5,6,1,4,6,5,7,0.588
5,6,7,5,4,2,8,9,5,6,6,7,5,6,7,4,5,6,6,7,0.651
3,6,6,8,4,7,4,6,9,3,7,4,6,3,9,5,2,8,4,7,0.6263
5,4,7,3,7,6,9,3,12,6,4,5,8,7,6,10,5,9,5,5,0.6941
6,8,4,3,5,5,8,3,5,5,10,7,8,6,3,8,4,8,5,6,0.6607
7,9,2,5,4,3,4,5,6,6,2,2,9,8,6,4,3,8,6,6,0.6503
2,7,2,5,8,6,3,10,6,6,7,11,5,2,10,6,8,10,7,4,0.6505
2,4,8,7,3,2,7,10,4,5,9,2,7,4,4,3,8,8,7,8,0.5881
9,8,5,4,6,7,9,3,4,10,7,4,9,5,5,4,8,9,3,8,0.712
4,7,5,5,4,6,5,6,7,5,9,5,6,4,6,6,8,2,2,9,0.6184
3,4,6,11,4,3,3,5,4,5,3,4,5,6,7,4,5,3,4,5,0.5924
4,6,6,5,8,3,7,2,5,3,5,5,3,6,8,7,3,8,5,4,0.5752
6,6,5,6,6,5,6,2,6,3,6,4,8,8,8,11,6,8,6,12,0.7303
5,4,3,5,8,3,2,8,10,7,5,6,8,8,2,2,5,0,6,3,0.6161
4,3,6,7,5,8,4,10,11,9,7,5,10,3,6,7,6,7,6,8,0.6967
4,4,6,6,6,10,5,10,4,6,7,13,3,8,3,4,4,6,5,9,0.6785
4,7,8,3,7,8,10,9,3,6,7,2,3,7,4,5,7,3,4,7,0.6446
4,5,5,8,4,7,4,9,5,10,7,9,3,4,8,9,6,8,5,5,0.6667
5,8,4,7,2,2,13,6,7,14,5,4,5,9,7,5,8,5,9,6,0.7124
9,7,5,4,6,12,5,7,6,4,6,4,3,3,5,8,3,5,8,4,0.6662
4,7,3,5,8,9,6,6,6,5,4,6,7,6,3,7,9,6,7,4,0.6505
4,5,8,9,8,4,5,7,10,7,4,6,10,3,9,7,8,4,4,4,0.6881
6,8,4,3,5,4,5,7,7,6,9,6,8,7,7,11,2,5,4,3,0.6945
7,8,2,4,5,10,3,10,8,0,6,9,3,6,3,7,5,6,3,5,0.6442
4,6,5,7,6,4,6,3,4,3,7,6,7,7,4,6,9,4,4,4,0.6212
8,4,4,3,5,1,1,1,5,6,7,10,8,5,4,6,6,3,5,7,0.6065
9,3,10,3,13,5,4,4,6,11,7,8,9,5,15,3,4,10,7,6,0.8228
5,13,5,10,8,9,5,6,5,3,5,7,7,4,5,5,10,9,4,7,0.7463
5,10,7,6,3,3,6,2,12,9,5,5,4,3,2,6,9,5,4,7,0.6248
6,6,5,3,9,8,7,6,4,4,4,6,4,7,8,3,6,8,7,6,0.6489
7,6,2,7,9,5,4,9,5,12,7,2,8,7,6,4,6,2,7,6,0.7607
8,6,3,1,2,5,5,4,8,7,4,5,6,5,7,4,2,5,7,4,0.5694
10,7,13,2,4,9,4,7,9,5,6,5,8,2,9,3,9,4,4,6,0.7262
4,11,2,4,3,4,4,5,4,6,8,7,7,5,6,7,12,7,5,6,0.6793
7,10,4,7,7,6,3,6,5,4,3,9,1,9,4,3,2,6,8,0,0.6496
7,5,3,5,3,1,6,4,5,4,11,8,4,6,6,3,2,7,5,4,0.5529
5,7,5,8,10,6,13,8,8,4,5,3,1,4,6,7,1,8,8,5,0.6838
6,7,4,5,6,4,10,6,5,7,6,3,7,7,4,4,7,8,6,6,0.679
12,7,3,5,14,11,8,6,4,3,4,7,15,7,6,5,6,5,5,4,0.8074
6,8,3,8,5,7,8,8,9,6,9,5,6,4,10,8,10,9,9,9,0.7947
3,7,5,7,5,10,5,8,13,4,5,6,6,6,9,8,5,6,8,5,0.7077
8,7,6,6,10,5,3,4,6,8,4,9,8,9,8,12,6,11,11,7,0.8713
5,3,7,7,5,3,6,4,8,3,4,3,8,5,6,6,5,9,5,5,0.6118
9,8,4,1,9,8,7,8,8,5,6,5,9,5,8,4,7,8,5,4,0.7343
6,8,4,3,8,6,5,9,8,1,7,5,6,6,9,6,6,6,5,6,0.6606
6,9,2,2,4,6,5,1,5,7,3,6,2,8,6,4,4,6,8,7,0.5856
3,2,2,4,6,3,8,6,8,1,4,1,10,6,3,6,5,5,5,7,0.5818
6,7,11,3,7,9,8,6,10,7,4,8,5,4,2,5,3,5,6,3,0.6476
6,9,4,5,2,5,5,9,4,6,5,5,4,8,5,1,8,7,7,5,0.6377
6,7,6,5,8,5,5,1,8,9,3,5,5,9,9,8,5,4,4,6,0.6893
7,5,6,6,6,10,8,6,7,3,6,5,5,11,7,4,4,5,7,5,0.6966
6,6,5,2,10,2,10,3,5,6,4,10,9,6,9,5,7,6,3,7,0.6309
3,5,5,1,4,6,6,4,8,3,7,5,2,4,4,9,3,5,10,7,0.5388
8,3,4,5,8,5,7,9,4,6,13,5,4,3,7,8,7,4,2,5,0.6591
5,6,4,4,3,5,7,9,8,9,5,6,5,4,5,1,6,1,5,7,0.5917
6,4,7,6,6,4,6,5,3,1,9,6,5,6,4,6,6,2,8,2,0.5986
5,2,5,8,4,4,7,4,8,8,2,1,2,7,3,8,11,10,6,7,0.6364
8,4,5,9,6,9,4,4,8,6,4,11,5,5,6,5,7,3,9,4,0.719
9,6,7,2,8,5,7,4,2,4,5,4,4,7,5,4,4,5,6,7,0.625
5,4,5,9,7,4,9,5,5,2,6,7,4,8,8,4,4,8,6,4,0.6608
5,3,6,9,4,5,2,8,2,5,3,5,8,7,7,7,8,5,5,5,0.6581
7,5,6,5,12,1,3,2,6,8,6,6,7,3,6,5,9,7,5,6,0.7065
3,11,6,3,5,1,5,4,5,8,4,3,3,7,2,3,1,4,8,9,0.5483
4,8,4,6,6,4,6,7,6,3,7,4,2,4,6,7,4,2,8,7,0.6164
6,7,6,8,5,5,5,8,2,2,7,11,7,6,6,6,6,6,12,6,0.6894
13,6,1,6,8,2,6,6,9,7,4,7,7,7,5,6,5,4,6,4,0.7326
4,9,7,9,7,3,5,8,11,6,8,5,5,9,12,4,2,5,6,5,0.7789
4,6,6,5,3,12,3,8,7,7,7,2,9,5,5,6,6,6,4,5,0.6523
9,8,3,8,5,14,4,9,4,3,3,5,4,7,1,7,9,8,2,10,0.7408
6,3,4,7,5,9,8,7,6,7,7,15,8,9,4,6,8,6,9,5,0.7233
11,7,2,3,4,3,1,11,4,7,5,9,3,6,4,3,6,5,7,3,0.6661
5,7,7,7,7,8,2,4,5,5,7,7,4,5,9,7,7,8,3,5,0.6739
5,5,2,7,8,5,4,6,8,8,3,8,7,3,5,8,3,8,4,7,0.6506
5,7,5,7,2,5,3,5,8,2,6,8,6,8,5,6,5,5,3,2,0.6195
4,5,1,6,7,8,3,3,5,12,9,3,2,8,6,6,4,6,8,5,0.6731
5,6,9,6,5,11,3,1,7,7,8,6,5,6,2,6,6,7,8,7,0.6813
4,5,5,7,6,4,6,5,9,10,7,9,4,4,10,3,5,6,3,9,0.6626
2,6,10,6,3,3,9,7,7,3,8,9,10,4,6,8,4,5,9,3,0.6337
2,6,11,3,2,6,10,8,10,6,10,5,3,3,12,2,6,7,6,1,0.5729
9,10,6,10,8,10,5,6,5,5,6,6,1,8,3,7,5,8,5,4,0.7673
10,4,6,4,6,6,6,4,3,1,3,4,5,7,5,8,13,11,11,6,0.6978
7,4,11,6,5,3,7,6,7,5,3,5,4,7,5,3,6,4,6,10,0.6486
8,12,10,9,3,7,6,10,2,4,5,5,7,2,9,7,3,4,4,7,0.6934
3,7,5,7,5,5,6,11,9,5,7,11,2,5,6,4,5,9,9,8,0.677
6,4,7,4,3,9,6,5,4,6,10,4,8,5,4,4,1,6,9,7,0.6394
6,8,1,7,3,7,6,4,9,8,7,7,7,7,7,7,4,5,4,6,0.6937
8,5,8,7,5,7,4,6,4,3,1,3,8,4,4,3,8,8,7,3,0.6452
13,16,9,5,15,5,0,8,5,6,6,7,6,6,5,5,2,7,7,6,0.9262
2,4,3,4,4,7,6,9,8,7,10,7,5,2,10,5,5,5,8,4,0.6058
7,4,4,3,6,4,7,5,3,9,5,7,7,1,3,3,4,9,8,3,0.5771
7,8,3,4,6,4,8,7,1,7,7,5,6,5,6,5,8,10,7,8,0.6764
7,6,4,4,3,6,13,4,3,6,7,9,8,4,7,3,6,5,4,4,0.5635
3,2,11,6,4,6,4,8,7,6,8,9,7,8,4,5,4,6,8,5,0.6504
4,6,9,3,5,6,7,9,4,11,2,5,2,2,8,2,6,5,9,6,0.5895
8,11,6,6,5,7,3,10,5,4,3,6,8,2,10,6,7,7,11,4,0.732
9,5,3,3,5,7,6,4,3,11,2,8,9,7,9,9,5,9,6,4,0.7079
6,6,9,10,4,4,5,8,6,3,2,6,6,4,6,7,9,7,2,8,0.6951
1,6,6,7,6,6,8,4,7,3,8,7,5,8,4,6,6,5,4,7,0.6525
4,4,7,5,4,5,6,2,5,9,7,2,4,2,5,6,5,3,5,5,0.5389
4,6,4,5,10,8,8,13,5,3,8,6,2,6,3,11,9,5,9,8,0.7
9,2,4,8,5,7,6,6,5,8,4,8,6,6,4,6,4,4,4,9,0.68
8,6,4,2,6,5,6,2,4,6,4,5,4,8,6,8,3,0,9,5,0.6245
7,3,3,9,12,4,1,4,3,6,7,2,6,4,4,2,7,6,5,2,0.6633
5,5,6,8,3,10,7,6,5,4,6,8,4,6,4,5,4,4,8,5,0.6424
5,13,12,7,5,8,6,8,9,3,8,6,7,7,2,5,5,7,6,3,0.738
5,8,9,8,7,8,5,6,8,3,10,4,9,3,7,7,3,2,5,6,0.706
3,5,3,6,6,8,3,8,8,9,9,8,7,9,5,7,5,11,7,2,0.7168
4,3,2,7,6,3,4,7,4,6,10,3,5,6,3,5,6,6,4,9,0.6093
5,7,8,4,5,4,3,6,6,8,10,6,6,3,2,6,3,7,5,9,0.628
5,8,6,6,7,5,3,5,7,7,6,4,6,5,6,5,10,8,8,3,0.6985
2,6,8,4,4,3,7,5,7,4,6,4,3,6,8,8,8,3,7,6,0.6143
4,6,5,12,10,8,3,7,4,7,6,12,5,3,3,8,8,5,5,6,0.6834
4,3,6,3,5,4,3,7,5,8,7,9,10,6,7,4,4,3,7,8,0.6024
7,10,5,5,6,4,3,9,12,5,4,5,3,3,5,4,5,2,8,2,0.6395
6,7,9,10,4,6,7,7,7,3,5,3,8,7,4,2,5,5,5,9,0.6662
8,6,5,5,7,8,3,6,8,6,3,8,5,6,4,5,7,7,8,6,0.723
9,7,7,7,4,4,14,3,6,4,6,5,9,4,11,3,9,4,8,11,0.6956
9,7,8,4,8,8,7,5,4,4,8,5,9,6,8,8,1,8,3,5,0.7509
6,5,9,1,9,4,9,8,4,11,3,7,4,9,10,9,3,9,9,9,0.7532
12,9,7,5,11,7,6,7,2,5,8,5,5,4,8,8,12,7,3,5,0.8227
5,10,8,4,1,5,9,6,4,0,9,6,5,4,9,5,5,6,3,4,0.5695
3,4,8,3,3,5,5,6,3,5,9,6,4,2,6,11,3,7,5,6,0.5618
7,1,9,1,8,11,6,4,8,6,8,9,8,3,6,5,6,6,5,4,0.6694
7,8,3,7,9,6,5,6,7,9,5,4,3,5,4,7,3,4,1,6,0.6649
4,3,4,9,8,3,6,2,7,11,4,7,4,4,5,5,2,5,3,3,0.5628
8,4,7,6,3,2,4,8,7,10,9,5,6,11,4,3,6,5,9,6,0.7561
6,5,8,4,4,5,7,5,2,6,8,4,6,3,6,7,6,5,5,6,0.6115
7,9,6,5,7,7,5,4,5,3,6,9,3,9,6,6,5,3,11,5,0.7119
4,5,5,7,2,4,4,4,7,9,5,7,8,2,5,6,3,7,9,5,0.5729
5,5,6,2,3,7,6,4,8,8,9,5,3,6,6,3,3,3,10,6,0.5735
7,5,4,5,7,4,9,4,6,2,4,3,4,2,2,4,6,7,9,2,0.5774
3,2,8,7,6,6,3,8,7,5,4,1,6,6,10,6,3,9,4,6,0.6485
9,8,4,4,5,11,5,7,2,7,4,5,7,4,12,4,5,4,6,4,0.6618
7,8,5,9,3,6,6,5,2,6,7,7,2,9,3,7,7,5,8,4,0.6779
7,10,10,7,3,7,3,5,8,5,6,5,7,5,4,6,1,4,10,4,0.698
13,7,5,7,4,7,7,3,5,5,6,8,5,8,7,9,6,9,5,8,0.7927
4,3,6,8,2,6,6,7,3,4,3,5,1,4,3,8,4,4,2,9,0.5196
9,4,7,4,12,5,10,6,3,9,9,6,4,8,8,4,7,4,2,11,0.7594
5,4,8,5,6,7,4,7,1,8,3,5,9,7,7,3,4,4,10,8,0.671
3,10,6,6,8,4,7,13,6,5,3,5,3,5,6,5,8,9,8,8,0.7154
10,5,9,7,5,4,5,8,8,3,7,4,4,6,9,9,4,5,5,10,0.7409
4,11,5,4,9,9,8,6,3,4,12,5,10,9,4,10,5,4,6,4,0.7513
3,10,6,4,2,7,3,7,5,7,2,7,7,8,5,3,11,3,3,2,0.5598
7,6,6,8,4,6,3,5,6,11,5,9,3,6,11,5,7,5,3,5,0.6789
4,6,2,5,7,6,1,5,3,7,6,5,6,4,6,8,4,4,10,5,0.6251
8,7,3,3,7,7,7,7,7,7,11,4,4,5,7,7,4,7,7,10,0.7304
7,6,5,4,6,3,4,7,6,5,6,9,8,5,7,5,7,6,6,3,0.6346
4,3,9,5,7,7,9,5,5,4,7,6,5,8,5,7,3,5,8,10,0.6784
3,7,7,7,6,4,3,5,1,4,3,8,4,13,6,8,3,8,8,4,0.6613
3,8,9,3,5,7,6,9,4,7,4,10,5,3,7,7,11,5,3,6,0.6312
7,4,5,7,7,8,6,8,2,5,5,4,5,2,5,3,3,3,8,5,0.6036
4,7,5,7,6,8,3,8,8,6,9,4,1,4,7,5,6,2,7,3,0.6233
3,4,5,9,5,6,2,1,6,10,3,8,3,6,9,5,5,6,6,7,0.6183
8,4,4,4,6,8,6,10,5,13,2,11,3,4,3,7,5,6,7,5,0.695
3,8,6,4,4,3,8,4,4,3,6,11,12,11,6,8,6,11,2,7,0.6826
9,4,9,10,7,5,10,7,3,8,5,9,3,6,3,4,6,6,1,5,0.6815
4,4,8,8,3,5,8,7,5,5,7,3,4,6,8,10,4,7,4,6,0.6246
6,1,6,8,4,5,6,3,4,5,6,10,4,4,2,8,8,3,9,7,0.6109
5,8,5,6,4,10,4,10,10,4,3,8,7,6,8,6,4,6,3,8,0.6847
6,7,2,3,6,6,8,7,9,9,9,7,8,4,5,5,5,8,9,10,0.6917
5,8,4,8,7,9,13,3,4,2,7,8,7,6,1,3,3,7,3,8,0.6236
4,5,7,5,5,8,7,5,4,11,4,5,5,9,5,7,1,6,5,4,0.6474
7,5,4,6,7,2,8,11,5,7,5,3,7,3,3,5,11,4,11,8,0.7031
6,3,4,4,7,4,4,8,7,5,4,6,8,5,6,5,4,6,4,3,0.5859
5,10,15,6,2,3,3,5,7,8,7,7,5,3,5,5,6,6,7,3,0.6534
3,4,6,8,3,6,5,5,10,6,4,4,7,5,8,7,7,7,10,8,0.675
4,3,4,7,3,3,8,6,5,7,6,5,8,4,7,11,7,8,8,5,0.6683
7,5,3,5,5,5,6,4,3,5,3,7,7,5,4,6,6,6,2,4,0.5829
7,12,3,5,4,10,3,6,6,6,11,5,5,8,5,3,5,7,6,8,0.6902
8,6,5,4,6,6,10,6,3,4,9,4,10,10,5,6,5,4,5,5,0.7044
6,7,4,4,7,7,5,10,8,7,9,7,6,4,5,8,6,6,5,6,0.6868
3,6,1,4,2,6,8,7,9,7,4,1,4,7,8,5,5,9,1,10,0.5598
6,9,6,3,2,3,8,5,4,9,5,6,2,5,6,6,7,6,7,5,0.6291
7,8,6,5,2,15,4,4,6,5,4,7,7,2,7,4,6,7,10,8,0.6841
7,1,5,5,8,10,9,3,4,3,6,7,6,4,2,6,5,4,5,3,0.6005
9,9,7,6,11,5,3,4,5,4,7,7,7,11,7,3,6,4,6,5,0.8251
7,3,9,9,4,5,5,9,11,3,7,8,8,5,5,8,5,2,11,5,0.7335
3,7,3,4,3,7,8,8,9,11,9,6,5,11,7,6,8,9,8,8,0.7252
6,7,6,7,4,4,11,5,6,5,8,4,6,3,5,7,3,4,6,4,0.6119
6,7,7,5,8,4,5,6,9,4,5,13,2,5,2,5,5,3,3,10,0.6402
4,7,4,9,5,6,2,5,5,4,5,5,4,5,4,7,12,7,4,6,0.6338
8,5,8,5,5,4,0,7,5,5,7,8,7,7,4,6,5,6,3,8,0.6981
6,6,1,9,7,5,6,10,8,7,1,5,7,12,7,6,4,4,5,6,0.7611
12,4,2,3,5,8,6,6,2,9,9,6,6,9,5,10,8,4,7,12,0.7604
6,7,8,10,7,8,11,8,8,7,7,7,6,6,5,4,7,3,5,8,0.7384
8,6,6,6,1,6,14,6,3,10,2,8,13,10,8,8,4,4,5,5,0.692
7,5,5,7,6,9,4,10,6,7,2,2,8,7,3,6,8,4,4,7,0.7223
6,3,5,5,5,9,2,4,3,9,7,7,7,4,6,7,5,5,2,6,0.5996
1,6,3,7,10,7,9,6,6,5,7,7,6,8,2,7,10,7,2,3,0.6744
8,6,5,4,3,7,7,6,4,7,3,3,8,7,10,6,7,4,6,5,0.6687
5,4,6,3,7,6,8,3,6,3,5,4,5,4,11,9,2,5,7,10,0.6347
6,6,4,7,6,7,7,7,8,7,6,6,5,6,9,3,8,5,5,6,0.7003
7,5,6,4,1,5,5,8,8,10,4,5,8,5,8,4,8,9,4,9,0.6965
2,8,8,2,8,10,4,8,9,4,5,4,11,4,5,8,8,6,5,6,0.6897
3,2,5,8,2,8,4,3,5,4,2,5,3,9,4,4,5,4,4,6,0.5392
6,8,9,7,5,3,4,11,10,7,9,3,5,5,5,12,3,5,7,5,0.7442
10,6,5,6,5,6,3,4,10,5,6,7,4,6,2,1,5,5,11,11,0.73
5,4,6,9,6,4,7,4,6,10,7,7,6,6,6,5,9,3,6,5,0.6602
2,3,6,2,9,5,10,6,5,11,5,6,6,6,6,7,9,2,9,6,0.6406
12,5,7,4,6,5,8,6,3,8,3,7,7,7,4,12,6,4,9,7,0.7582
10,5,5,7,7,3,12,5,7,4,4,6,3,6,5,7,3,4,6,5,0.6391
3,1,4,6,3,4,10,4,7,3,3,5,4,3,7,10,3,8,5,7,0.5202
6,4,9,3,9,9,5,5,4,7,4,5,6,4,2,4,7,8,8,7,0.6516
1,4,4,4,4,8,11,9,5,7,5,4,5,5,6,8,5,8,6,7,0.6073
7,3,9,6,1,4,8,2,11,6,2,10,5,7,6,2,4,5,3,6,0.5961
3,4,6,6,7,9,8,7,8,11,1,5,7,7,5,5,10,6,2,9,0.6976
12,5,6,3,7,7,7,2,11,8,3,2,9,7,7,3,4,5,7,4,0.7239
7,4,5,11,4,7,4,5,5,4,7,7,2,1,5,6,7,5,5,5,0.6217
8,6,2,9,5,6,8,8,9,2,8,11,7,7,10,7,11,5,2,3,0.7908
4,7,6,6,7,9,5,4,3,5,6,7,8,6,7,5,5,7,7,8,0.6905
5,3,6,6,6,5,3,4,5,8,6,9,3,4,5,10,6,8,6,1,0.6122
8,7,7,6,4,6,8,4,6,7,8,11,6,1,6,8,5,5,6,10,0.6858
7,3,11,4,9,11,7,7,5,4,3,6,3,3,6,7,6,3,6,7,0.6845
4,4,7,3,4,4,8,5,7,5,8,5,8,7,8,7,8,7,6,7,0.66
9,6,5,5,8,5,8,10,6,4,8,3,3,3,6,4,4,6,16,5,0.7387
7,7,6,8,3,5,10,4,5,9,10,3,7,6,4,7,7,7,6,5,0.6917
6,5,5,7,4,5,8,6,4,4,3,4,4,11,11,6,6,6,7,4,0.6869
6,2,5,12,9,6,13,6,3,4,6,5,7,5,4,4,8,8,6,4,0.6984
8,9,6,8,4,8,5,4,4,3,10,6,5,4,8,8,8,7,9,2,0.7162
9,10,3,8,8,2,7,5,6,3,8,11,6,8,9,7,8,4,6,7,0.788
6,5,6,5,7,12,4,3,6,6,5,9,4,7,10,8,4,9,6,6,0.7512
3,12,8,3,4,3,4,4,3,6,7,6,3,6,6,2,10,8,6,10,0.6064
7,7,8,6,1,4,5,4,6,3,5,6,7,7,4,6,5,9,8,4,0.6153
3,3,2,4,9,7,5,6,8,3,4,6,6,8,5,4,8,10,4,3,0.655
5,8,7,4,6,8,4,6,10,3,3,10,6,7,3,5,7,3,5,3,0.6187
